value,ones,date
178.1700000000006,1.0,2050-11-14
178.48000000000062,1.0,2050-11-15
177.7100000000006,1.0,2050-11-16
177.32000000000062,1.0,2050-11-17
177.7400000000006,1.0,2050-11-18
177.6300000000006,1.0,2050-11-19
178.5700000000006,1.0,2050-11-20
179.4700000000006,1.0,2050-11-21
180.4100000000006,1.0,2050-11-22
180.17000000000058,1.0,2050-11-23
181.0100000000006,1.0,2050-11-24
181.7600000000006,1.0,2050-11-25
180.90000000000057,1.0,2050-11-26
180.21000000000058,1.0,2050-11-27
179.33000000000058,1.0,2050-11-28
179.22000000000057,1.0,2050-11-29
179.61000000000055,1.0,2050-11-30
179.09000000000054,1.0,2050-12-01
178.24000000000055,1.0,2050-12-02
177.88000000000054,1.0,2050-12-03
177.84000000000054,1.0,2050-12-04
178.48000000000053,1.0,2050-12-05
177.62000000000052,1.0,2050-12-06
177.5000000000005,1.0,2050-12-07
178.1700000000005,1.0,2050-12-08
177.9800000000005,1.0,2050-12-09
178.4800000000005,1.0,2050-12-10
177.5500000000005,1.0,2050-12-11
176.6300000000005,1.0,2050-12-12
176.3800000000005,1.0,2050-12-13
176.3500000000005,1.0,2050-12-14
177.0300000000005,1.0,2050-12-15
176.6300000000005,1.0,2050-12-16
176.71000000000052,1.0,2050-12-17
176.80000000000052,1.0,2050-12-18
177.6900000000005,1.0,2050-12-19
176.99000000000052,1.0,2050-12-20
177.79000000000053,1.0,2050-12-21
178.09000000000054,1.0,2050-12-22
178.86000000000055,1.0,2050-12-23
178.73000000000056,1.0,2050-12-24
178.31000000000057,1.0,2050-12-25
177.68000000000058,1.0,2050-12-26
177.49000000000058,1.0,2050-12-27
178.43000000000058,1.0,2050-12-28
179.37000000000057,1.0,2050-12-29
180.37000000000057,1.0,2050-12-30
181.06000000000057,1.0,2050-12-31
180.46000000000058,1.0,2051-01-01
181.11000000000058,1.0,2051-01-02
180.83000000000058,1.0,2051-01-03
180.52000000000058,1.0,2051-01-04
180.68000000000058,1.0,2051-01-05
181.0400000000006,1.0,2051-01-06
181.1300000000006,1.0,2051-01-07
182.08000000000058,1.0,2051-01-08
181.53000000000057,1.0,2051-01-09
180.96000000000058,1.0,2051-01-10
180.74000000000058,1.0,2051-01-11
179.91000000000057,1.0,2051-01-12
180.55000000000055,1.0,2051-01-13
181.11000000000055,1.0,2051-01-14
181.47000000000057,1.0,2051-01-15
182.03000000000057,1.0,2051-01-16
182.36000000000058,1.0,2051-01-17
182.28000000000057,1.0,2051-01-18
183.22000000000057,1.0,2051-01-19
182.67000000000056,1.0,2051-01-20
183.11000000000055,1.0,2051-01-21
183.47000000000057,1.0,2051-01-22
184.26000000000056,1.0,2051-01-23
184.44000000000057,1.0,2051-01-24
183.44000000000057,1.0,2051-01-25
182.65000000000057,1.0,2051-01-26
182.94000000000057,1.0,2051-01-27
182.04000000000056,1.0,2051-01-28
182.82000000000056,1.0,2051-01-29
183.15000000000057,1.0,2051-01-30
183.97000000000057,1.0,2051-01-31
183.16000000000057,1.0,2051-02-01
182.19000000000057,1.0,2051-02-02
181.83000000000055,1.0,2051-02-03
181.24000000000055,1.0,2051-02-04
180.93000000000055,1.0,2051-02-05
180.02000000000055,1.0,2051-02-06
180.47000000000054,1.0,2051-02-07
180.43000000000055,1.0,2051-02-08
179.52000000000055,1.0,2051-02-09
178.84000000000054,1.0,2051-02-10
178.45000000000056,1.0,2051-02-11
177.92000000000056,1.0,2051-02-12
177.61000000000055,1.0,2051-02-13
177.91000000000057,1.0,2051-02-14
177.69000000000057,1.0,2051-02-15
177.89000000000055,1.0,2051-02-16
178.85000000000056,1.0,2051-02-17
179.48000000000056,1.0,2051-02-18
179.12000000000054,1.0,2051-02-19
178.53000000000054,1.0,2051-02-20
178.78000000000054,1.0,2051-02-21
177.91000000000054,1.0,2051-02-22
178.66000000000054,1.0,2051-02-23
178.88000000000054,1.0,2051-02-24
178.27000000000052,1.0,2051-02-25
178.87000000000052,1.0,2051-02-26
179.80000000000052,1.0,2051-02-27
180.46000000000052,1.0,2051-02-28
181.42000000000053,1.0,2051-03-01
180.73000000000053,1.0,2051-03-02
181.09000000000054,1.0,2051-03-03
181.83000000000055,1.0,2051-03-04
181.78000000000054,1.0,2051-03-05
181.94000000000054,1.0,2051-03-06
181.43000000000055,1.0,2051-03-07
181.60000000000053,1.0,2051-03-08
181.07000000000053,1.0,2051-03-09
180.79000000000053,1.0,2051-03-10
180.01000000000053,1.0,2051-03-11
180.57000000000053,1.0,2051-03-12
181.39000000000053,1.0,2051-03-13
181.91000000000054,1.0,2051-03-14
182.86000000000053,1.0,2051-03-15
182.05000000000052,1.0,2051-03-16
181.48000000000053,1.0,2051-03-17
181.55000000000052,1.0,2051-03-18
180.55000000000052,1.0,2051-03-19
180.26000000000053,1.0,2051-03-20
180.68000000000052,1.0,2051-03-21
179.84000000000052,1.0,2051-03-22
179.09000000000052,1.0,2051-03-23
179.39000000000053,1.0,2051-03-24
179.11000000000053,1.0,2051-03-25
179.49000000000052,1.0,2051-03-26
179.36000000000053,1.0,2051-03-27
178.79000000000053,1.0,2051-03-28
178.65000000000055,1.0,2051-03-29
179.06000000000054,1.0,2051-03-30
178.18000000000055,1.0,2051-03-31
177.80000000000055,1.0,2051-04-01
177.83000000000055,1.0,2051-04-02
177.24000000000055,1.0,2051-04-03
176.34000000000054,1.0,2051-04-04
176.27000000000055,1.0,2051-04-05
175.67000000000056,1.0,2051-04-06
175.69000000000057,1.0,2051-04-07
176.32000000000056,1.0,2051-04-08
176.27000000000055,1.0,2051-04-09
176.49000000000055,1.0,2051-04-10
176.43000000000055,1.0,2051-04-11
177.16000000000054,1.0,2051-04-12
177.19000000000054,1.0,2051-04-13
176.56000000000054,1.0,2051-04-14
176.16000000000054,1.0,2051-04-15
175.46000000000055,1.0,2051-04-16
175.16000000000054,1.0,2051-04-17
175.77000000000055,1.0,2051-04-18
175.14000000000055,1.0,2051-04-19
175.98000000000056,1.0,2051-04-20
175.06000000000057,1.0,2051-04-21
175.36000000000058,1.0,2051-04-22
174.99000000000058,1.0,2051-04-23
175.67000000000058,1.0,2051-04-24
176.1300000000006,1.0,2051-04-25
176.4600000000006,1.0,2051-04-26
175.4700000000006,1.0,2051-04-27
174.8100000000006,1.0,2051-04-28
174.4300000000006,1.0,2051-04-29
175.2100000000006,1.0,2051-04-30
175.7500000000006,1.0,2051-05-01
175.0600000000006,1.0,2051-05-02
175.7400000000006,1.0,2051-05-03
175.0500000000006,1.0,2051-05-04
175.8900000000006,1.0,2051-05-05
176.3400000000006,1.0,2051-05-06
175.6200000000006,1.0,2051-05-07
176.0600000000006,1.0,2051-05-08
175.7300000000006,1.0,2051-05-09
174.95000000000059,1.0,2051-05-10
174.67000000000058,1.0,2051-05-11
175.62000000000057,1.0,2051-05-12
176.27000000000058,1.0,2051-05-13
175.80000000000058,1.0,2051-05-14
175.05000000000058,1.0,2051-05-15
175.02000000000058,1.0,2051-05-16
175.2600000000006,1.0,2051-05-17
174.55000000000058,1.0,2051-05-18
175.18000000000058,1.0,2051-05-19
175.84000000000057,1.0,2051-05-20
176.69000000000057,1.0,2051-05-21
175.86000000000055,1.0,2051-05-22
176.14000000000055,1.0,2051-05-23
176.77000000000055,1.0,2051-05-24
177.49000000000055,1.0,2051-05-25
178.04000000000056,1.0,2051-05-26
177.51000000000056,1.0,2051-05-27
176.87000000000057,1.0,2051-05-28
176.47000000000057,1.0,2051-05-29
175.98000000000056,1.0,2051-05-30
176.01000000000056,1.0,2051-05-31
175.40000000000055,1.0,2051-06-01
176.40000000000055,1.0,2051-06-02
176.86000000000055,1.0,2051-06-03
176.72000000000057,1.0,2051-06-04
175.79000000000056,1.0,2051-06-05
174.87000000000057,1.0,2051-06-06
175.60000000000056,1.0,2051-06-07
175.31000000000057,1.0,2051-06-08
174.73000000000056,1.0,2051-06-09
174.71000000000055,1.0,2051-06-10
174.24000000000055,1.0,2051-06-11
175.12000000000054,1.0,2051-06-12
175.35000000000053,1.0,2051-06-13
176.13000000000054,1.0,2051-06-14
175.29000000000053,1.0,2051-06-15
175.91000000000054,1.0,2051-06-16
175.81000000000054,1.0,2051-06-17
176.39000000000055,1.0,2051-06-18
176.26000000000056,1.0,2051-06-19
177.05000000000055,1.0,2051-06-20
176.36000000000055,1.0,2051-06-21
175.67000000000056,1.0,2051-06-22
176.11000000000055,1.0,2051-06-23
176.47000000000057,1.0,2051-06-24
177.34000000000057,1.0,2051-06-25
178.07000000000056,1.0,2051-06-26
178.19000000000057,1.0,2051-06-27
178.89000000000055,1.0,2051-06-28
179.67000000000056,1.0,2051-06-29
178.67000000000056,1.0,2051-06-30
178.29000000000056,1.0,2051-07-01
178.83000000000055,1.0,2051-07-02
178.22000000000054,1.0,2051-07-03
178.83000000000055,1.0,2051-07-04
178.46000000000055,1.0,2051-07-05
179.08000000000055,1.0,2051-07-06
179.75000000000054,1.0,2051-07-07
179.93000000000055,1.0,2051-07-08
179.59000000000054,1.0,2051-07-09
180.14000000000055,1.0,2051-07-10
179.93000000000055,1.0,2051-07-11
179.93000000000055,1.0,2051-07-12
179.07000000000053,1.0,2051-07-13
178.22000000000054,1.0,2051-07-14
178.69000000000054,1.0,2051-07-15
178.40000000000055,1.0,2051-07-16
178.58000000000055,1.0,2051-07-17
178.54000000000056,1.0,2051-07-18
179.28000000000057,1.0,2051-07-19
179.58000000000058,1.0,2051-07-20
179.24000000000058,1.0,2051-07-21
179.18000000000058,1.0,2051-07-22
180.12000000000057,1.0,2051-07-23
179.16000000000057,1.0,2051-07-24
179.71000000000058,1.0,2051-07-25
179.91000000000057,1.0,2051-07-26
179.53000000000057,1.0,2051-07-27
179.05000000000058,1.0,2051-07-28
178.44000000000057,1.0,2051-07-29
178.53000000000057,1.0,2051-07-30
178.88000000000056,1.0,2051-07-31
178.59000000000057,1.0,2051-08-01
177.82000000000056,1.0,2051-08-02
177.97000000000057,1.0,2051-08-03
177.04000000000056,1.0,2051-08-04
176.21000000000055,1.0,2051-08-05
176.44000000000054,1.0,2051-08-06
177.09000000000054,1.0,2051-08-07
177.21000000000055,1.0,2051-08-08
177.42000000000056,1.0,2051-08-09
177.10000000000056,1.0,2051-08-10
177.28000000000057,1.0,2051-08-11
176.64000000000058,1.0,2051-08-12
177.03000000000057,1.0,2051-08-13
177.05000000000058,1.0,2051-08-14
176.6000000000006,1.0,2051-08-15
175.8800000000006,1.0,2051-08-16
175.30000000000058,1.0,2051-08-17
174.47000000000057,1.0,2051-08-18
175.22000000000057,1.0,2051-08-19
174.70000000000056,1.0,2051-08-20
175.27000000000055,1.0,2051-08-21
175.70000000000056,1.0,2051-08-22
175.82000000000056,1.0,2051-08-23
175.17000000000056,1.0,2051-08-24
174.77000000000055,1.0,2051-08-25
175.65000000000055,1.0,2051-08-26
175.34000000000054,1.0,2051-08-27
176.13000000000054,1.0,2051-08-28
176.64000000000053,1.0,2051-08-29
176.93000000000052,1.0,2051-08-30
176.87000000000052,1.0,2051-08-31
176.99000000000052,1.0,2051-09-01
176.6600000000005,1.0,2051-09-02
177.6400000000005,1.0,2051-09-03
178.4600000000005,1.0,2051-09-04
179.1400000000005,1.0,2051-09-05
180.1400000000005,1.0,2051-09-06
180.0500000000005,1.0,2051-09-07
179.97000000000048,1.0,2051-09-08
180.35000000000048,1.0,2051-09-09
180.95000000000047,1.0,2051-09-10
181.28000000000048,1.0,2051-09-11
180.85000000000048,1.0,2051-09-12
180.6500000000005,1.0,2051-09-13
180.1200000000005,1.0,2051-09-14
179.28000000000048,1.0,2051-09-15
180.13000000000048,1.0,2051-09-16
180.9000000000005,1.0,2051-09-17
181.29000000000048,1.0,2051-09-18
182.17000000000047,1.0,2051-09-19
181.20000000000047,1.0,2051-09-20
181.52000000000046,1.0,2051-09-21
180.72000000000045,1.0,2051-09-22
181.30000000000047,1.0,2051-09-23
180.66000000000048,1.0,2051-09-24
181.0200000000005,1.0,2051-09-25
181.6700000000005,1.0,2051-09-26
181.2000000000005,1.0,2051-09-27
181.8500000000005,1.0,2051-09-28
182.4400000000005,1.0,2051-09-29
181.7000000000005,1.0,2051-09-30
181.9100000000005,1.0,2051-10-01
181.5600000000005,1.0,2051-10-02
181.80000000000052,1.0,2051-10-03
182.4400000000005,1.0,2051-10-04
183.0700000000005,1.0,2051-10-05
182.5200000000005,1.0,2051-10-06
181.8600000000005,1.0,2051-10-07
182.0200000000005,1.0,2051-10-08
181.6100000000005,1.0,2051-10-09
181.7700000000005,1.0,2051-10-10
182.5900000000005,1.0,2051-10-11
181.63000000000048,1.0,2051-10-12
182.6200000000005,1.0,2051-10-13
182.3900000000005,1.0,2051-10-14
181.7400000000005,1.0,2051-10-15
182.50000000000048,1.0,2051-10-16
182.10000000000048,1.0,2051-10-17
182.75000000000048,1.0,2051-10-18
182.4900000000005,1.0,2051-10-19
181.75000000000048,1.0,2051-10-20
181.2700000000005,1.0,2051-10-21
182.0100000000005,1.0,2051-10-22
181.5300000000005,1.0,2051-10-23
180.5300000000005,1.0,2051-10-24
179.89000000000053,1.0,2051-10-25
179.2800000000005,1.0,2051-10-26
179.6600000000005,1.0,2051-10-27
180.0700000000005,1.0,2051-10-28
180.12000000000052,1.0,2051-10-29
180.74000000000052,1.0,2051-10-30
180.93000000000052,1.0,2051-10-31
180.49000000000052,1.0,2051-11-01
179.84000000000052,1.0,2051-11-02
180.14000000000053,1.0,2051-11-03
179.35000000000053,1.0,2051-11-04
180.31000000000054,1.0,2051-11-05
181.16000000000054,1.0,2051-11-06
181.88000000000054,1.0,2051-11-07
182.51000000000053,1.0,2051-11-08
182.85000000000053,1.0,2051-11-09
182.41000000000054,1.0,2051-11-10
182.27000000000055,1.0,2051-11-11
182.71000000000055,1.0,2051-11-12
182.02000000000055,1.0,2051-11-13
181.20000000000056,1.0,2051-11-14
180.98000000000056,1.0,2051-11-15
180.78000000000057,1.0,2051-11-16
181.01000000000056,1.0,2051-11-17
181.82000000000056,1.0,2051-11-18
180.83000000000055,1.0,2051-11-19
180.15000000000055,1.0,2051-11-20
179.77000000000055,1.0,2051-11-21
179.70000000000056,1.0,2051-11-22
179.89000000000055,1.0,2051-11-23
179.58000000000055,1.0,2051-11-24
180.35000000000056,1.0,2051-11-25
180.83000000000055,1.0,2051-11-26
180.67000000000056,1.0,2051-11-27
181.28000000000057,1.0,2051-11-28
182.27000000000058,1.0,2051-11-29
181.91000000000057,1.0,2051-11-30
182.69000000000057,1.0,2051-12-01
182.31000000000057,1.0,2051-12-02
181.75000000000057,1.0,2051-12-03
182.56000000000057,1.0,2051-12-04
182.22000000000057,1.0,2051-12-05
182.28000000000057,1.0,2051-12-06
181.65000000000057,1.0,2051-12-07
181.91000000000057,1.0,2051-12-08
182.49000000000058,1.0,2051-12-09
181.81000000000057,1.0,2051-12-10
181.93000000000058,1.0,2051-12-11
182.53000000000057,1.0,2051-12-12
182.92000000000056,1.0,2051-12-13
183.65000000000055,1.0,2051-12-14
184.25000000000054,1.0,2051-12-15
183.83000000000055,1.0,2051-12-16
184.61000000000055,1.0,2051-12-17
183.62000000000054,1.0,2051-12-18
183.62000000000054,1.0,2051-12-19
183.06000000000054,1.0,2051-12-20
183.03000000000054,1.0,2051-12-21
182.34000000000054,1.0,2051-12-22
183.34000000000054,1.0,2051-12-23
183.70000000000056,1.0,2051-12-24
184.45000000000056,1.0,2051-12-25
184.23000000000056,1.0,2051-12-26
185.21000000000055,1.0,2051-12-27
184.66000000000054,1.0,2051-12-28
184.14000000000053,1.0,2051-12-29
184.05000000000052,1.0,2051-12-30
183.38000000000054,1.0,2051-12-31
183.52000000000052,1.0,2052-01-01
183.38000000000054,1.0,2052-01-02
183.15000000000055,1.0,2052-01-03
182.16000000000054,1.0,2052-01-04
181.33000000000052,1.0,2052-01-05
180.37000000000052,1.0,2052-01-06
180.80000000000052,1.0,2052-01-07
181.4400000000005,1.0,2052-01-08
181.1400000000005,1.0,2052-01-09
181.0400000000005,1.0,2052-01-10
181.2000000000005,1.0,2052-01-11
180.3100000000005,1.0,2052-01-12
179.93000000000052,1.0,2052-01-13
179.96000000000052,1.0,2052-01-14
180.9100000000005,1.0,2052-01-15
179.99000000000052,1.0,2052-01-16
179.27000000000052,1.0,2052-01-17
178.64000000000053,1.0,2052-01-18
178.48000000000053,1.0,2052-01-19
179.38000000000054,1.0,2052-01-20
180.00000000000054,1.0,2052-01-21
179.19000000000054,1.0,2052-01-22
179.97000000000054,1.0,2052-01-23
179.66000000000054,1.0,2052-01-24
180.34000000000054,1.0,2052-01-25
179.41000000000054,1.0,2052-01-26
178.41000000000054,1.0,2052-01-27
177.46000000000055,1.0,2052-01-28
176.80000000000055,1.0,2052-01-29
176.68000000000055,1.0,2052-01-30
176.00000000000054,1.0,2052-01-31
176.68000000000055,1.0,2052-02-01
177.41000000000054,1.0,2052-02-02
176.46000000000055,1.0,2052-02-03
177.23000000000056,1.0,2052-02-04
178.14000000000055,1.0,2052-02-05
179.04000000000056,1.0,2052-02-06
178.37000000000057,1.0,2052-02-07
177.86000000000058,1.0,2052-02-08
178.17000000000058,1.0,2052-02-09
178.24000000000058,1.0,2052-02-10
178.45000000000059,1.0,2052-02-11
178.02000000000058,1.0,2052-02-12
178.72000000000057,1.0,2052-02-13
177.72000000000057,1.0,2052-02-14
177.87000000000057,1.0,2052-02-15
177.40000000000057,1.0,2052-02-16
178.22000000000057,1.0,2052-02-17
179.19000000000057,1.0,2052-02-18
179.02000000000058,1.0,2052-02-19
178.59000000000057,1.0,2052-02-20
178.44000000000057,1.0,2052-02-21
177.72000000000057,1.0,2052-02-22
177.26000000000056,1.0,2052-02-23
176.61000000000055,1.0,2052-02-24
176.13000000000056,1.0,2052-02-25
175.71000000000058,1.0,2052-02-26
175.08000000000058,1.0,2052-02-27
175.81000000000057,1.0,2052-02-28
176.79000000000056,1.0,2052-02-29
176.48000000000056,1.0,2052-03-01
177.24000000000055,1.0,2052-03-02
176.39000000000055,1.0,2052-03-03
176.44000000000057,1.0,2052-03-04
175.48000000000056,1.0,2052-03-05
175.54000000000056,1.0,2052-03-06
176.31000000000057,1.0,2052-03-07
175.84000000000057,1.0,2052-03-08
176.79000000000056,1.0,2052-03-09
177.48000000000056,1.0,2052-03-10
178.07000000000056,1.0,2052-03-11
178.16000000000057,1.0,2052-03-12
177.42000000000056,1.0,2052-03-13
177.25000000000057,1.0,2052-03-14
176.49000000000058,1.0,2052-03-15
177.05000000000058,1.0,2052-03-16
177.62000000000057,1.0,2052-03-17
178.04000000000056,1.0,2052-03-18
177.32000000000056,1.0,2052-03-19
177.41000000000057,1.0,2052-03-20
176.61000000000055,1.0,2052-03-21
177.09000000000054,1.0,2052-03-22
178.00000000000054,1.0,2052-03-23
178.72000000000054,1.0,2052-03-24
179.10000000000053,1.0,2052-03-25
179.37000000000054,1.0,2052-03-26
178.99000000000055,1.0,2052-03-27
179.29000000000056,1.0,2052-03-28
178.78000000000057,1.0,2052-03-29
179.01000000000056,1.0,2052-03-30
178.07000000000056,1.0,2052-03-31
178.87000000000057,1.0,2052-04-01
179.75000000000057,1.0,2052-04-02
178.94000000000057,1.0,2052-04-03
178.19000000000057,1.0,2052-04-04
178.44000000000057,1.0,2052-04-05
177.84000000000057,1.0,2052-04-06
178.79000000000056,1.0,2052-04-07
178.73000000000056,1.0,2052-04-08
178.84000000000057,1.0,2052-04-09
179.83000000000058,1.0,2052-04-10
178.96000000000058,1.0,2052-04-11
179.53000000000057,1.0,2052-04-12
179.44000000000057,1.0,2052-04-13
179.54000000000056,1.0,2052-04-14
178.71000000000055,1.0,2052-04-15
178.89000000000055,1.0,2052-04-16
179.38000000000056,1.0,2052-04-17
179.57000000000056,1.0,2052-04-18
179.45000000000056,1.0,2052-04-19
180.16000000000057,1.0,2052-04-20
181.12000000000057,1.0,2052-04-21
181.06000000000057,1.0,2052-04-22
182.06000000000057,1.0,2052-04-23
182.33000000000058,1.0,2052-04-24
181.6300000000006,1.0,2052-04-25
181.9900000000006,1.0,2052-04-26
181.7700000000006,1.0,2052-04-27
181.9400000000006,1.0,2052-04-28
181.2600000000006,1.0,2052-04-29
181.20000000000059,1.0,2052-04-30
181.2800000000006,1.0,2052-05-01
181.0800000000006,1.0,2052-05-02
180.6700000000006,1.0,2052-05-03
180.16000000000062,1.0,2052-05-04
180.1400000000006,1.0,2052-05-05
179.3700000000006,1.0,2052-05-06
178.98000000000062,1.0,2052-05-07
178.88000000000062,1.0,2052-05-08
178.71000000000063,1.0,2052-05-09
178.40000000000063,1.0,2052-05-10
179.23000000000064,1.0,2052-05-11
179.42000000000064,1.0,2052-05-12
180.36000000000064,1.0,2052-05-13
179.57000000000065,1.0,2052-05-14
179.46000000000063,1.0,2052-05-15
178.70000000000064,1.0,2052-05-16
179.08000000000064,1.0,2052-05-17
178.78000000000063,1.0,2052-05-18
179.04000000000062,1.0,2052-05-19
179.84000000000063,1.0,2052-05-20
180.67000000000064,1.0,2052-05-21
179.96000000000063,1.0,2052-05-22
179.43000000000063,1.0,2052-05-23
179.77000000000064,1.0,2052-05-24
179.11000000000064,1.0,2052-05-25
179.05000000000064,1.0,2052-05-26
179.88000000000065,1.0,2052-05-27
179.06000000000066,1.0,2052-05-28
179.78000000000065,1.0,2052-05-29
180.67000000000064,1.0,2052-05-30
179.99000000000063,1.0,2052-05-31
180.42000000000064,1.0,2052-06-01
179.68000000000063,1.0,2052-06-02
179.69000000000062,1.0,2052-06-03
179.13000000000062,1.0,2052-06-04
178.71000000000063,1.0,2052-06-05
178.08000000000064,1.0,2052-06-06
178.82000000000065,1.0,2052-06-07
178.42000000000064,1.0,2052-06-08
177.52000000000064,1.0,2052-06-09
176.67000000000064,1.0,2052-06-10
176.98000000000064,1.0,2052-06-11
177.91000000000065,1.0,2052-06-12
177.28000000000065,1.0,2052-06-13
176.48000000000064,1.0,2052-06-14
176.18000000000063,1.0,2052-06-15
176.22000000000062,1.0,2052-06-16
176.04000000000062,1.0,2052-06-17
175.38000000000062,1.0,2052-06-18
175.13000000000062,1.0,2052-06-19
174.3000000000006,1.0,2052-06-20
174.5300000000006,1.0,2052-06-21
174.92000000000058,1.0,2052-06-22
175.4100000000006,1.0,2052-06-23
175.9100000000006,1.0,2052-06-24
175.8200000000006,1.0,2052-06-25
175.30000000000058,1.0,2052-06-26
174.61000000000058,1.0,2052-06-27
174.56000000000057,1.0,2052-06-28
174.31000000000057,1.0,2052-06-29
174.34000000000057,1.0,2052-06-30
173.44000000000057,1.0,2052-07-01
173.57000000000056,1.0,2052-07-02
174.07000000000056,1.0,2052-07-03
174.03000000000057,1.0,2052-07-04
173.04000000000056,1.0,2052-07-05
172.15000000000057,1.0,2052-07-06
171.15000000000057,1.0,2052-07-07
171.66000000000057,1.0,2052-07-08
172.41000000000057,1.0,2052-07-09
172.66000000000057,1.0,2052-07-10
172.08000000000055,1.0,2052-07-11
171.13000000000056,1.0,2052-07-12
171.56000000000057,1.0,2052-07-13
170.60000000000056,1.0,2052-07-14
170.23000000000056,1.0,2052-07-15
170.33000000000055,1.0,2052-07-16
169.69000000000057,1.0,2052-07-17
169.24000000000058,1.0,2052-07-18
169.9800000000006,1.0,2052-07-19
169.8200000000006,1.0,2052-07-20
170.27000000000058,1.0,2052-07-21
170.14000000000058,1.0,2052-07-22
169.2300000000006,1.0,2052-07-23
168.30000000000058,1.0,2052-07-24
167.45000000000059,1.0,2052-07-25
166.9400000000006,1.0,2052-07-26
166.2500000000006,1.0,2052-07-27
166.2400000000006,1.0,2052-07-28
166.3900000000006,1.0,2052-07-29
167.3900000000006,1.0,2052-07-30
167.1400000000006,1.0,2052-07-31
168.07000000000062,1.0,2052-08-01
167.31000000000063,1.0,2052-08-02
167.29000000000062,1.0,2052-08-03
167.75000000000063,1.0,2052-08-04
167.51000000000062,1.0,2052-08-05
166.7000000000006,1.0,2052-08-06
166.25000000000063,1.0,2052-08-07
166.05000000000064,1.0,2052-08-08
165.64000000000064,1.0,2052-08-09
165.08000000000064,1.0,2052-08-10
165.71000000000063,1.0,2052-08-11
164.83000000000064,1.0,2052-08-12
164.32000000000065,1.0,2052-08-13
164.75000000000065,1.0,2052-08-14
165.68000000000066,1.0,2052-08-15
164.93000000000066,1.0,2052-08-16
165.45000000000067,1.0,2052-08-17
166.27000000000066,1.0,2052-08-18
166.71000000000066,1.0,2052-08-19
166.22000000000065,1.0,2052-08-20
165.60000000000065,1.0,2052-08-21
165.19000000000065,1.0,2052-08-22
164.79000000000065,1.0,2052-08-23
164.21000000000063,1.0,2052-08-24
163.48000000000064,1.0,2052-08-25
164.43000000000063,1.0,2052-08-26
163.95000000000064,1.0,2052-08-27
163.05000000000064,1.0,2052-08-28
163.95000000000064,1.0,2052-08-29
163.42000000000064,1.0,2052-08-30
163.05000000000064,1.0,2052-08-31
162.91000000000065,1.0,2052-09-01
162.37000000000066,1.0,2052-09-02
163.24000000000066,1.0,2052-09-03
164.05000000000067,1.0,2052-09-04
164.16000000000068,1.0,2052-09-05
163.84000000000069,1.0,2052-09-06
164.04000000000067,1.0,2052-09-07
164.34000000000069,1.0,2052-09-08
163.69000000000068,1.0,2052-09-09
163.6800000000007,1.0,2052-09-10
162.7000000000007,1.0,2052-09-11
162.8700000000007,1.0,2052-09-12
162.34000000000069,1.0,2052-09-13
162.38000000000068,1.0,2052-09-14
163.1800000000007,1.0,2052-09-15
164.1700000000007,1.0,2052-09-16
163.8800000000007,1.0,2052-09-17
163.18000000000072,1.0,2052-09-18
162.99000000000072,1.0,2052-09-19
162.3400000000007,1.0,2052-09-20
161.8500000000007,1.0,2052-09-21
162.3200000000007,1.0,2052-09-22
161.65000000000072,1.0,2052-09-23
160.73000000000073,1.0,2052-09-24
160.07000000000073,1.0,2052-09-25
159.11000000000072,1.0,2052-09-26
159.5600000000007,1.0,2052-09-27
158.96000000000072,1.0,2052-09-28
158.80000000000072,1.0,2052-09-29
159.3100000000007,1.0,2052-09-30
160.0300000000007,1.0,2052-10-01
160.2200000000007,1.0,2052-10-02
160.49000000000072,1.0,2052-10-03
159.6900000000007,1.0,2052-10-04
159.46000000000072,1.0,2052-10-05
159.98000000000073,1.0,2052-10-06
160.56000000000074,1.0,2052-10-07
161.36000000000075,1.0,2052-10-08
160.87000000000074,1.0,2052-10-09
160.24000000000075,1.0,2052-10-10
159.77000000000075,1.0,2052-10-11
160.34000000000074,1.0,2052-10-12
159.34000000000074,1.0,2052-10-13
159.67000000000075,1.0,2052-10-14
159.27000000000075,1.0,2052-10-15
160.27000000000075,1.0,2052-10-16
159.71000000000075,1.0,2052-10-17
160.12000000000074,1.0,2052-10-18
160.59000000000074,1.0,2052-10-19
161.58000000000075,1.0,2052-10-20
161.01000000000076,1.0,2052-10-21
160.75000000000077,1.0,2052-10-22
160.49000000000078,1.0,2052-10-23
160.38000000000076,1.0,2052-10-24
160.77000000000075,1.0,2052-10-25
160.60000000000076,1.0,2052-10-26
160.11000000000075,1.0,2052-10-27
159.33000000000075,1.0,2052-10-28
158.72000000000074,1.0,2052-10-29
158.63000000000073,1.0,2052-10-30
159.13000000000073,1.0,2052-10-31
159.73000000000073,1.0,2052-11-01
158.85000000000073,1.0,2052-11-02
158.25000000000074,1.0,2052-11-03
157.45000000000073,1.0,2052-11-04
157.24000000000072,1.0,2052-11-05
156.6600000000007,1.0,2052-11-06
157.6300000000007,1.0,2052-11-07
158.4800000000007,1.0,2052-11-08
158.9100000000007,1.0,2052-11-09
159.7200000000007,1.0,2052-11-10
159.24000000000072,1.0,2052-11-11
159.23000000000073,1.0,2052-11-12
160.17000000000073,1.0,2052-11-13
160.8400000000007,1.0,2052-11-14
160.42000000000073,1.0,2052-11-15
160.64000000000073,1.0,2052-11-16
161.47000000000074,1.0,2052-11-17
161.63000000000073,1.0,2052-11-18
